Location_ID,Season,Parameter,Ci_measured,Si_standard,wi_raw_weight,Wi_relative_weight,qi_sub_index,Wi_x_qi
IA-2,Monsoon,Na,47.69,200,3,0.057692,23.845,1.3757
IA-2,Monsoon,K,19.21,12,2,0.038462,160.0833,6.1571
IA-2,Monsoon,Iron,0.5,0.3,4,0.076923,166.6667,12.8205
IA-2,Monsoon,HCO3,62.94,300,1,0.019231,20.98,0.4035
IA-2,Monsoon,Cl,54.54,250,3,0.057692,21.816,1.2586
IA-2,Monsoon,SO4,30.08,200,4,0.076923,15.04,1.1569
IA-2,Monsoon,NO3,42.5,45,5,0.096154,94.4444,9.0812
IA-2,Monsoon,F,0.21,1.0,5,0.096154,21.0,2.0192
IA-2,Monsoon,DO,5.1,6.0,4,0.076923,85.0,6.5385
IA-2,Monsoon,--- WQI_TOTAL ---,,,,,,60.556
IA-3,Monsoon,pH,5.04,8.5,4,0.076923,59.2941,4.5611
IA-3,Monsoon,EC,733.22,750,4,0.076923,97.7627,7.5202
IA-3,Monsoon,TDS,476.593,500,5,0.096154,95.3186,9.1653
IA-3,Monsoon,TH,145.0,200,2,0.038462,72.5,2.7885
IA-3,Monsoon,Alkalinity,54.0,200,2,0.038462,27.0,1.0385
IA-3,Monsoon,Ca,61.8,75,2,0.038462,82.4,3.1692
IA-3,Monsoon,Mg,11.52,30,2,0.038462,38.4,1.4769
IA-3,Monsoon,Na,76.63,200,3,0.057692,38.315,2.2105
IA-3,Monsoon,K,4.36,12,2,0.038462,36.3333,1.3974
IA-3,Monsoon,Iron,0.14,0.3,4,0.076923,46.6667,3.5897
IA-3,Monsoon,HCO3,201.57,300,1,0.019231,67.19,1.2921
IA-3,Monsoon,Cl,70.14,250,3,0.057692,28.056,1.6186
IA-3,Monsoon,SO4,24.1,200,4,0.076923,12.05,0.9269
IA-3,Monsoon,NO3,21.43,45,5,0.096154,47.6222,4.5791
IA-3,Monsoon,F,0.12,1.0,5,0.096154,12.0,1.1538
IA-3,Monsoon,DO,3.15,6.0,4,0.076923,52.5,4.0385
IA-3,Monsoon,--- WQI_TOTAL ---,,,,,,50.5263
IA-4,Monsoon,pH,6.16,8.5,4,0.076923,72.4706,5.5747
IA-4,Monsoon,EC,617.92,750,4,0.076923,82.3893,6.3376
IA-4,Monsoon,TDS,401.64799999999997,500,5,0.096154,80.3296,7.724
IA-4,Monsoon,TH,160.0,200,2,0.038462,80.0,3.0769
IA-4,Monsoon,Alkalinity,79.0,200,2,0.038462,39.5,1.5192
IA-4,Monsoon,Ca,48.47,75,2,0.038462,64.6267,2.4856
IA-4,Monsoon,Mg,11.14,30,2,0.038462,37.1333,1.4282
IA-4,Monsoon,Na,43.44,200,3,0.057692,21.72,1.2531
IA-4,Monsoon,K,6.39,12,2,0.038462,53.25,2.0481
IA-4,Monsoon,Iron,0.55,0.3,4,0.076923,183.3333,14.1026
IA-4,Monsoon,HCO3,87.44,300,1,0.019231,29.1467,0.5605
IA-4,Monsoon,Cl,148.53,250,3,0.057692,59.412,3.4276
IA-4,Monsoon,SO4,19.9,200,4,0.076923,9.95,0.7654
IA-4,Monsoon,NO3,29.82,45,5,0.096154,66.2667,6.3718
IA-4,Monsoon,F,0.04,1.0,5,0.096154,4.0,0.3846
IA-4,Monsoon,DO,3.3,6.0,4,0.076923,55.0,4.2308
IA-4,Monsoon,--- WQI_TOTAL ---,,,,,,61.2907
IA-5,Monsoon,pH,5.547215253890415,8.5,4,0.076923,65.2614,5.0201
IA-5,Monsoon,EC,656.18,750,4,0.076923,87.4907,6.7301
IA-5,Monsoon,TDS,426.517,500,5,0.096154,85.3034,8.2022
IA-5,Monsoon,TH,111.0,200,2,0.038462,55.5,2.1346
IA-5,Monsoon,Alkalinity,87.0,200,2,0.038462,43.5,1.6731
IA-5,Monsoon,Ca,41.45,75,2,0.038462,55.2667,2.1256
IA-5,Monsoon,Mg,10.54,30,2,0.038462,35.1333,1.3513
IA-5,Monsoon,Na,48.95,200,3,0.057692,24.475,1.412
IA-5,Monsoon,K,19.17,12,2,0.038462,159.75,6.1442
IA-5,Monsoon,Iron,0.46,0.3,4,0.076923,153.3333,11.7949
IA-5,Monsoon,HCO3,132.04,300,1,0.019231,44.0133,0.8464
IA-5,Monsoon,Cl,130.32,250,3,0.057692,52.128,3.0074
IA-5,Monsoon,SO4,21.22,200,4,0.076923,10.61,0.8162
IA-5,Monsoon,NO3,16.67,45,5,0.096154,37.0444,3.562
IA-5,Monsoon,F,0.05,1.0,5,0.096154,5.0,0.4808
IA-5,Monsoon,DO,6.56,6.0,4,0.076923,109.3333,8.4103
IA-5,Monsoon,--- WQI_TOTAL ---,,,,,,63.7111
DY-1,Monsoon,pH,5.76,8.5,4,0.076923,67.7647,5.2127
DY-1,Monsoon,EC,585.9,750,4,0.076923,78.12,6.0092
DY-1,Monsoon,TDS,380.835,500,5,0.096154,76.167,7.3238
DY-1,Monsoon,TH,45.0,200,2,0.038462,22.5,0.8654
DY-1,Monsoon,Alkalinity,63.0,200,2,0.038462,31.5,1.2115
DY-1,Monsoon,Ca,40.14,75,2,0.038462,53.52,2.0585
DY-1,Monsoon,Mg,8.46,30,2,0.038462,28.2,1.0846
DY-1,Monsoon,Na,58.26,200,3,0.057692,29.13,1.6806
DY-1,Monsoon,K,12.66,12,2,0.038462,105.5,4.0577
DY-1,Monsoon,Iron,0.27,0.3,4,0.076923,90.0,6.9231
DY-1,Monsoon,HCO3,196.6,300,1,0.019231,65.5333,1.2603
DY-1,Monsoon,Cl,29.94,250,3,0.057692,11.976,0.6909
DY-1,Monsoon,SO4,14.94,200,4,0.076923,7.47,0.5746
DY-1,Monsoon,NO3,19.34,45,5,0.096154,42.9778,4.1325
DY-1,Monsoon,F,0.15,1.0,5,0.096154,15.0,1.4423
DY-1,Monsoon,DO,6.85,6.0,4,0.076923,114.1667,8.7821
DY-1,Monsoon,--- WQI_TOTAL ---,,,,,,53.3096
DY-2,Monsoon,pH,5.52,8.5,4,0.076923,64.9412,4.9955
DY-2,Monsoon,EC,695.31,750,4,0.076923,92.708,7.1314
DY-2,Monsoon,TDS,451.95149999999995,500,5,0.096154,90.3903,8.6914
DY-2,Monsoon,TH,151.0,200,2,0.038462,75.5,2.9038
DY-2,Monsoon,Alkalinity,45.0,200,2,0.038462,22.5,0.8654
DY-2,Monsoon,Ca,60.74,75,2,0.038462,80.9867,3.1149
DY-2,Monsoon,Mg,13.07,30,2,0.038462,43.5667,1.6756
DY-2,Monsoon,Na,57.95,200,3,0.057692,28.975,1.6716
DY-2,Monsoon,K,12.34,12,2,0.038462,102.8333,3.9551
DY-2,Monsoon,Iron,0.34,0.3,4,0.076923,113.3333,8.7179
DY-2,Monsoon,HCO3,82.1,300,1,0.019231,27.3667,0.5263
DY-2,Monsoon,Cl,131.57,250,3,0.057692,52.628,3.0362
DY-2,Monsoon,SO4,32.05,200,4,0.076923,16.025,1.2327
DY-2,Monsoon,NO3,12.13,45,5,0.096154,26.9556,2.5919
DY-2,Monsoon,F,0.15,1.0,5,0.096154,15.0,1.4423
DY-2,Monsoon,DO,6.04,6.0,4,0.076923,100.6667,7.7436
DY-2,Monsoon,--- WQI_TOTAL ---,,,,,,60.2957
DY-3,Monsoon,pH,6.77,8.5,4,0.076923,79.6471,6.1267
DY-3,Monsoon,EC,545.46,750,4,0.076923,72.728,5.5945
DY-3,Monsoon,TDS,354.54900000000004,500,5,0.096154,70.9098,6.8183
DY-3,Monsoon,TH,110.0,200,2,0.038462,55.0,2.1154
DY-3,Monsoon,Alkalinity,125.0,200,2,0.038462,62.5,2.4038
DY-3,Monsoon,Ca,46.61,75,2,0.038462,62.1467,2.3903
DY-3,Monsoon,Mg,6.61,30,2,0.038462,22.0333,0.8474
DY-3,Monsoon,Na,28.68,200,3,0.057692,14.34,0.8273
DY-3,Monsoon,K,17.53,12,2,0.038462,146.0833,5.6186
DY-3,Monsoon,Iron,0.58,0.3,4,0.076923,193.3333,14.8718
DY-3,Monsoon,HCO3,65.62,300,1,0.019231,21.8733,0.4206
DY-3,Monsoon,Cl,130.78,250,3,0.057692,52.312,3.018
DY-3,Monsoon,SO4,15.45,200,4,0.076923,7.725,0.5942
DY-3,Monsoon,NO3,17.8,45,5,0.096154,39.5556,3.8034
DY-3,Monsoon,F,0.13,1.0,5,0.096154,13.0,1.25
DY-3,Monsoon,DO,2.3,6.0,4,0.076923,38.3333,2.9487
DY-3,Monsoon,--- WQI_TOTAL ---,,,,,,59.649
DY-4,Monsoon,pH,5.49,8.5,4,0.076923,64.5882,4.9683
DY-4,Monsoon,EC,785.59,750,4,0.076923,104.7453,8.0573
DY-4,Monsoon,TDS,510.6335,500,5,0.096154,102.1267,9.8199
DY-4,Monsoon,TH,179.0,200,2,0.038462,89.5,3.4423
DY-4,Monsoon,Alkalinity,122.0,200,2,0.038462,61.0,2.3462
DY-4,Monsoon,Ca,61.62,75,2,0.038462,82.16,3.16
DY-4,Monsoon,Mg,8.78,30,2,0.038462,29.2667,1.1256
DY-4,Monsoon,Na,71.8,200,3,0.057692,35.9,2.0712
DY-4,Monsoon,K,19.59,12,2,0.038462,163.25,6.2788
DY-4,Monsoon,Iron,0.27,0.3,4,0.076923,90.0,6.9231
DY-4,Monsoon,HCO3,238.22,300,1,0.019231,79.4067,1.5271
DY-4,Monsoon,Cl,57.45,250,3,0.057692,22.98,1.3258
DY-4,Monsoon,SO4,22.72,200,4,0.076923,11.36,0.8738
DY-4,Monsoon,NO3,26.27,45,5,0.096154,58.3778,5.6132
DY-4,Monsoon,F,0.03,1.0,5,0.096154,3.0,0.2885
DY-4,Monsoon,DO,4.93,6.0,4,0.076923,82.1667,6.3205
DY-4,Monsoon,--- WQI_TOTAL ---,,,,,,64.1416
DY-5,Monsoon,pH,5.66,8.5,4,0.076923,66.5882,5.1222
DY-5,Monsoon,EC,637.62,750,4,0.076923,85.016,6.5397
DY-5,Monsoon,TDS,414.45300000000003,500,5,0.096154,82.8906,7.9703
DY-5,Monsoon,TH,274.0,200,2,0.038462,137.0,5.2692
DY-5,Monsoon,Alkalinity,109.0,200,2,0.038462,54.5,2.0962
DY-5,Monsoon,Ca,50.21,75,2,0.038462,66.9467,2.5749
DY-5,Monsoon,Mg,12.05,30,2,0.038462,40.1667,1.5449
DY-5,Monsoon,Na,57.55,200,3,0.057692,28.775,1.6601
DY-5,Monsoon,K,19.7,12,2,0.038462,164.1667,6.3141
DY-5,Monsoon,Iron,0.3,0.3,4,0.076923,100.0,7.6923
DY-5,Monsoon,HCO3,112.41,300,1,0.019231,37.47,0.7206
DY-5,Monsoon,Cl,92.65,250,3,0.057692,37.06,2.1381
DY-5,Monsoon,SO4,32.13,200,4,0.076923,16.065,1.2358
DY-5,Monsoon,NO3,7.34,45,5,0.096154,16.3111,1.5684
DY-5,Monsoon,F,0.05,1.0,5,0.096154,5.0,0.4808
DY-5,Monsoon,DO,4.86,6.0,4,0.076923,81.0,6.2308
DY-5,Monsoon,--- WQI_TOTAL ---,,,,,,59.1581
PD-1,Postmonsoon,pH,5.23,8.5,4,0.076923,61.5294,4.733
PD-1,Postmonsoon,EC,453.03,750,4,0.076923,60.404,4.6465
PD-1,Postmonsoon,TDS,294.4695,500,5,0.096154,58.8939,5.6629
PD-1,Postmonsoon,TH,221.0,200,2,0.038462,110.5,4.25
PD-1,Postmonsoon,Alkalinity,50.0,200,2,0.038462,25.0,0.9615
PD-1,Postmonsoon,Ca,35.75,75,2,0.038462,47.6667,1.8333
PD-1,Postmonsoon,Mg,2.86,30,2,0.038462,9.5333,0.3667
PD-1,Postmonsoon,Na,29.51,200,3,0.057692,14.755,0.8513
PD-1,Postmonsoon,K,8.33,12,2,0.038462,69.4167,2.6699
PD-1,Postmonsoon,Iron,0.28,0.3,4,0.076923,93.3333,7.1795
PD-1,Postmonsoon,HCO3,98.58,300,1,0.019231,32.86,0.6319
PD-1,Postmonsoon,Cl,37.22,250,3,0.057692,14.888,0.8589
PD-1,Postmonsoon,SO4,22.86,200,4,0.076923,11.43,0.8792
PD-1,Postmonsoon,NO3,51.94,45,5,0.096154,115.4222,11.0983
PD-1,Postmonsoon,F,0.15,1.0,5,0.096154,15.0,1.4423
PD-1,Postmonsoon,DO,5.13,6.0,4,0.076923,85.5,6.5769
PD-1,Postmonsoon,--- WQI_TOTAL ---,,,,,,54.6421
PD-2,Postmonsoon,pH,6.35,8.5,4,0.076923,74.7059,5.7466
PD-2,Postmonsoon,EC,375.09,750,4,0.076923,50.012,3.8471
PD-2,Postmonsoon,TDS,243.80849999999998,500,5,0.096154,48.7617,4.6886
PD-2,Postmonsoon,TH,170.0,200,2,0.038462,85.0,3.2692
PD-2,Postmonsoon,Alkalinity,74.0,200,2,0.038462,37.0,1.4231
PD-2,Postmonsoon,Ca,20.98,75,2,0.038462,27.9733,1.0759
PD-2,Postmonsoon,Mg,15.37,30,2,0.038462,51.2333,1.9705
PD-2,Postmonsoon,Na,10.64,200,3,0.057692,5.32,0.3069
PD-2,Postmonsoon,K,3.43,12,2,0.038462,28.5833,1.0994
PD-2,Postmonsoon,Iron,0.25,0.3,4,0.076923,83.3333,6.4103
PD-2,Postmonsoon,HCO3,87.12,300,1,0.019231,29.04,0.5585
PD-2,Postmonsoon,Cl,42.18,250,3,0.057692,16.872,0.9734
PD-2,Postmonsoon,SO4,12.78,200,4,0.076923,6.39,0.4915
PD-2,Postmonsoon,NO3,26.41,45,5,0.096154,58.6889,5.6432
PD-2,Postmonsoon,F,0.16,1.0,5,0.096154,16.0,1.5385
PD-2,Postmonsoon,DO,6.02,6.0,4,0.076923,100.3333,7.7179
PD-2,Postmonsoon,--- WQI_TOTAL ---,,,,,,46.7605
PD-3,Postmonsoon,pH,6.26,8.5,4,0.076923,73.6471,5.6652
PD-3,Postmonsoon,EC,330.33,750,4,0.076923,44.044,3.388
PD-3,Postmonsoon,TDS,214.7145,500,5,0.096154,42.9429,4.1291
PD-3,Postmonsoon,TH,126.0,200,2,0.038462,63.0,2.4231
PD-3,Postmonsoon,Alkalinity,46.0,200,2,0.038462,23.0,0.8846
PD-3,Postmonsoon,Ca,17.11,75,2,0.038462,22.8133,0.8774
PD-3,Postmonsoon,Mg,16.66,30,2,0.038462,55.5333,2.1359
PD-3,Postmonsoon,Na,19.77,200,3,0.057692,9.885,0.5703
PD-3,Postmonsoon,K,3.3,12,2,0.038462,27.5,1.0577
PD-3,Postmonsoon,Iron,0.45,0.3,4,0.076923,150.0,11.5385
PD-3,Postmonsoon,HCO3,58.25,300,1,0.019231,19.4167,0.3734
PD-3,Postmonsoon,Cl,57.52,250,3,0.057692,23.008,1.3274
PD-3,Postmonsoon,SO4,7.86,200,4,0.076923,3.93,0.3023
PD-3,Postmonsoon,NO3,17.94,45,5,0.096154,39.8667,3.8333
PD-3,Postmonsoon,F,0.19,1.0,5,0.096154,19.0,1.8269
PD-3,Postmonsoon,DO,6.73,6.0,4,0.076923,112.1667,8.6282
PD-3,Postmonsoon,--- WQI_TOTAL ---,,,,,,48.9613
PD-4,Postmonsoon,pH,6.19,8.5,4,0.076923,72.8235,5.6018
PD-4,Postmonsoon,EC,325.67,750,4,0.076923,43.4227,3.3402
PD-4,Postmonsoon,TDS,211.68550000000002,500,5,0.096154,42.3371,4.0709
PD-4,Postmonsoon,TH,74.0,200,2,0.038462,37.0,1.4231
PD-4,Postmonsoon,Alkalinity,48.0,200,2,0.038462,24.0,0.9231
PD-4,Postmonsoon,Ca,12.08,75,2,0.038462,16.1067,0.6195
PD-4,Postmonsoon,Mg,7.18,30,2,0.038462,23.9333,0.9205
PD-4,Postmonsoon,Na,27.96,200,3,0.057692,13.98,0.8065
PD-4,Postmonsoon,K,7.42,12,2,0.038462,61.8333,2.3782
PD-4,Postmonsoon,Iron,0.26,0.3,4,0.076923,86.6667,6.6667
PD-4,Postmonsoon,HCO3,15.75,300,1,0.019231,5.25,0.101
PD-4,Postmonsoon,Cl,50.23,250,3,0.057692,20.092,1.1592
PD-4,Postmonsoon,SO4,27.84,200,4,0.076923,13.92,1.0708
PD-4,Postmonsoon,NO3,53.33,45,5,0.096154,118.5111,11.3953
PD-4,Postmonsoon,F,0.09,1.0,5,0.096154,9.0,0.8654
PD-4,Postmonsoon,DO,5.45,6.0,4,0.076923,90.8333,6.9872
PD-4,Postmonsoon,--- WQI_TOTAL ---,,,,,,48.3292
PD-5,Postmonsoon,pH,5.14,8.5,4,0.076923,60.4706,4.6516
PD-5,Postmonsoon,EC,476.06,750,4,0.076923,63.4747,4.8827
PD-5,Postmonsoon,TDS,309.439,500,5,0.096154,61.8878,5.9508
PD-5,Postmonsoon,TH,210.0,200,2,0.038462,105.0,4.0385
PD-5,Postmonsoon,Alkalinity,28.0,200,2,0.038462,14.0,0.5385
PD-5,Postmonsoon,Ca,64.62,75,2,0.038462,86.16,3.3138
PD-5,Postmonsoon,Mg,2.8,30,2,0.038462,9.3333,0.359
PD-5,Postmonsoon,Na,8.64,200,3,0.057692,4.32,0.2492
PD-5,Postmonsoon,K,4.21,12,2,0.038462,35.0833,1.3494
PD-5,Postmonsoon,Iron,0.33,0.3,4,0.076923,110.0,8.4615
PD-5,Postmonsoon,HCO3,140.58,300,1,0.019231,46.86,0.9012
PD-5,Postmonsoon,Cl,35.95,250,3,0.057692,14.38,0.8296
PD-5,Postmonsoon,SO4,9.53,200,4,0.076923,4.765,0.3665
PD-5,Postmonsoon,NO3,13.62,45,5,0.096154,30.2667,2.9103
PD-5,Postmonsoon,F,0.04,1.0,5,0.096154,4.0,0.3846
PD-5,Postmonsoon,DO,7.01,6.0,4,0.076923,116.8333,8.9872
PD-5,Postmonsoon,--- WQI_TOTAL ---,,,,,,48.1742
IA-1,Postmonsoon,pH,5.68,8.5,4,0.076923,66.8235,5.1403
IA-1,Postmonsoon,EC,526.84,750,4,0.076923,70.2453,5.4035
IA-1,Postmonsoon,TDS,342.446,500,5,0.096154,68.4892,6.5855
IA-1,Postmonsoon,TH,234.0,200,2,0.038462,117.0,4.5
IA-1,Postmonsoon,Alkalinity,71.0,200,2,0.038462,35.5,1.3654
IA-1,Postmonsoon,Ca,47.78,75,2,0.038462,63.7067,2.4503
IA-1,Postmonsoon,Mg,15.13,30,2,0.038462,50.4333,1.9397
IA-1,Postmonsoon,Na,21.37,200,3,0.057692,10.685,0.6164
IA-1,Postmonsoon,K,7.17,12,2,0.038462,59.75,2.2981
IA-1,Postmonsoon,Iron,0.32,0.3,4,0.076923,106.6667,8.2051
IA-1,Postmonsoon,HCO3,61.89,300,1,0.019231,20.63,0.3967
IA-1,Postmonsoon,Cl,146.38,250,3,0.057692,58.552,3.378
IA-1,Postmonsoon,SO4,11.77,200,4,0.076923,5.885,0.4527
IA-1,Postmonsoon,NO3,17.98,45,5,0.096154,39.9556,3.8419
IA-1,Postmonsoon,F,0.2,1.0,5,0.096154,20.0,1.9231
IA-1,Postmonsoon,DO,7.28,6.0,4,0.076923,121.3333,9.3333
IA-1,Postmonsoon,--- WQI_TOTAL ---,,,,,,57.83
IA-2,Postmonsoon,pH,6.03,8.5,4,0.076923,70.9412,5.457
IA-2,Postmonsoon,EC,432.02,750,4,0.076923,57.6027,4.431
IA-2,Postmonsoon,TDS,280.813,500,5,0.096154,56.1626,5.4002
IA-2,Postmonsoon,TH,180.0,200,2,0.038462,90.0,3.4615
IA-2,Postmonsoon,Alkalinity,73.0,200,2,0.038462,36.5,1.4038
IA-2,Postmonsoon,Ca,44.37,75,2,0.038462,59.16,2.2754
IA-2,Postmonsoon,Mg,10.0781645371098,30,2,0.038462,33.5939,1.2921
IA-2,Postmonsoon,Na,17.3,200,3,0.057692,8.65,0.499
IA-2,Postmonsoon,K,10.23,12,2,0.038462,85.25,3.2788
IA-2,Postmonsoon,Iron,0.14,0.3,4,0.076923,46.6667,3.5897
IA-2,Postmonsoon,HCO3,25.35,300,1,0.019231,8.45,0.1625
IA-2,Postmonsoon,Cl,120.84,250,3,0.057692,48.336,2.7886
IA-2,Postmonsoon,SO4,7.5,200,4,0.076923,3.75,0.2885
IA-2,Postmonsoon,NO3,25.62,45,5,0.096154,56.9333,5.4744
IA-2,Postmonsoon,F,0.04,1.0,5,0.096154,4.0,0.3846
IA-2,Postmonsoon,DO,6.65,6.0,4,0.076923,110.8333,8.5256
IA-2,Postmonsoon,--- WQI_TOTAL ---,,,,,,48.7129
IA-3,Postmonsoon,pH,6.18,8.5,4,0.076923,72.7059,5.5928
IA-3,Postmonsoon,EC,680.23,750,4,0.076923,90.6973,6.9767
IA-3,Postmonsoon,TDS,442.14950000000005,500,5,0.096154,88.4299,8.5029
IA-3,Postmonsoon,TH,203.0,200,2,0.038462,101.5,3.9038
IA-3,Postmonsoon,Alkalinity,99.0,200,2,0.038462,49.5,1.9038
IA-3,Postmonsoon,Ca,61.57,75,2,0.038462,82.0933,3.1574
IA-3,Postmonsoon,Mg,8.08,30,2,0.038462,26.9333,1.0359
IA-3,Postmonsoon,Na,39.22,200,3,0.057692,19.61,1.1313
IA-3,Postmonsoon,K,16.73,12,2,0.038462,139.4167,5.3622
IA-3,Postmonsoon,Iron,0.46,0.3,4,0.076923,153.3333,11.7949
IA-3,Postmonsoon,HCO3,53.18,300,1,0.019231,17.7267,0.3409
IA-3,Postmonsoon,Cl,150.46,250,3,0.057692,60.184,3.4722
IA-3,Postmonsoon,SO4,29.84,200,4,0.076923,14.92,1.1477
IA-3,Postmonsoon,NO3,62.73,45,5,0.096154,139.4,13.4038
IA-3,Postmonsoon,F,0.24,1.0,5,0.096154,24.0,2.3077
IA-3,Postmonsoon,DO,5.45,6.0,4,0.076923,90.8333,6.9872
IA-3,Postmonsoon,--- WQI_TOTAL ---,,,,,,77.0212
IA-4,Postmonsoon,pH,5.92,8.5,4,0.076923,69.6471,5.3575
IA-4,Postmonsoon,EC,458.12,750,4,0.076923,61.0827,4.6987
IA-4,Postmonsoon,TDS,297.778,500,5,0.096154,59.5556,5.7265
IA-4,Postmonsoon,TH,90.0,200,2,0.038462,45.0,1.7308
IA-4,Postmonsoon,Alkalinity,20.0,200,2,0.038462,10.0,0.3846
IA-4,Postmonsoon,Ca,42.65,75,2,0.038462,56.8667,2.1872
IA-4,Postmonsoon,Mg,9.0,30,2,0.038462,30.0,1.1538
IA-4,Postmonsoon,Na,24.7,200,3,0.057692,12.35,0.7125
IA-4,Postmonsoon,K,2.95,12,2,0.038462,24.5833,0.9455
IA-4,Postmonsoon,Iron,0.54,0.3,4,0.076923,180.0,13.8462
IA-4,Postmonsoon,HCO3,86.07,300,1,0.019231,28.69,0.5517
IA-4,Postmonsoon,Cl,94.95,250,3,0.057692,37.98,2.1912
IA-4,Postmonsoon,SO4,10.04,200,4,0.076923,5.02,0.3862
IA-4,Postmonsoon,NO3,8.73,45,5,0.096154,19.4,1.8654
IA-4,Postmonsoon,F,0.11,1.0,5,0.096154,11.0,1.0577
IA-4,Postmonsoon,DO,5.1,6.0,4,0.076923,85.0,6.5385
IA-4,Postmonsoon,--- WQI_TOTAL ---,,,,,,49.3338
IA-5,Postmonsoon,pH,6.41,8.5,4,0.076923,75.4118,5.8009
IA-5,Postmonsoon,EC,553.276324309217,750,4,0.076923,73.7702,5.6746
IA-5,Postmonsoon,TDS,359.62961080099103,500,5,0.096154,71.9259,6.916
IA-5,Postmonsoon,TH,234.0,200,2,0.038462,117.0,4.5
IA-5,Postmonsoon,Alkalinity,104.0,200,2,0.038462,52.0,2.0
IA-5,Postmonsoon,Ca,62.74,75,2,0.038462,83.6533,3.2174
IA-5,Postmonsoon,Mg,19.34,30,2,0.038462,64.4667,2.4795
IA-5,Postmonsoon,Na,21.01,200,3,0.057692,10.505,0.6061
IA-5,Postmonsoon,K,5.58,12,2,0.038462,46.5,1.7885
IA-5,Postmonsoon,Iron,0.05,0.3,4,0.076923,16.6667,1.2821
IA-5,Postmonsoon,HCO3,93.03,300,1,0.019231,31.01,0.5963
IA-5,Postmonsoon,Cl,93.73,250,3,0.057692,37.492,2.163
IA-5,Postmonsoon,SO4,24.78,200,4,0.076923,12.39,0.9531
IA-5,Postmonsoon,NO3,27.59,45,5,0.096154,61.3111,5.8953
IA-5,Postmonsoon,F,0.17,1.0,5,0.096154,17.0,1.6346
IA-5,Postmonsoon,DO,5.25,6.0,4,0.076923,87.5,6.7308
IA-5,Postmonsoon,--- WQI_TOTAL ---,,,,,,52.2381
DY-1,Postmonsoon,pH,6.46,8.5,4,0.076923,76.0,5.8462
DY-1,Postmonsoon,EC,403.92,750,4,0.076923,53.856,4.1428
DY-1,Postmonsoon,TDS,262.548,500,5,0.096154,52.5096,5.049
DY-1,Postmonsoon,TH,118.0,200,2,0.038462,59.0,2.2692
DY-1,Postmonsoon,Alkalinity,10.0,200,2,0.038462,5.0,0.1923
DY-1,Postmonsoon,Ca,39.31,75,2,0.038462,52.4133,2.0159
DY-1,Postmonsoon,Mg,2.4,30,2,0.038462,8.0,0.3077
DY-1,Postmonsoon,Na,20.06,200,3,0.057692,10.03,0.5787
DY-1,Postmonsoon,K,4.89,12,2,0.038462,40.75,1.5673
DY-1,Postmonsoon,Iron,0.2,0.3,4,0.076923,66.6667,5.1282
DY-1,Postmonsoon,HCO3,25.79,300,1,0.019231,8.5967,0.1653
DY-1,Postmonsoon,Cl,70.86,250,3,0.057692,28.344,1.6352
DY-1,Postmonsoon,SO4,26.17,200,4,0.076923,13.085,1.0065
DY-1,Postmonsoon,NO3,57.06,45,5,0.096154,126.8,12.1923
DY-1,Postmonsoon,F,0.05,1.0,5,0.096154,5.0,0.4808
DY-1,Postmonsoon,DO,5.83,6.0,4,0.076923,97.1667,7.4744
DY-1,Postmonsoon,--- WQI_TOTAL ---,,,,,,50.0517
DY-2,Postmonsoon,pH,6.33,8.5,4,0.076923,74.4706,5.7285
DY-2,Postmonsoon,EC,415.84,750,4,0.076923,55.4453,4.265
DY-2,Postmonsoon,TDS,270.296,500,5,0.096154,54.0592,5.198
DY-2,Postmonsoon,TH,121.0,200,2,0.038462,60.5,2.3269
DY-2,Postmonsoon,Alkalinity,17.0,200,2,0.038462,8.5,0.3269
DY-2,Postmonsoon,Ca,41.18,75,2,0.038462,54.9067,2.1118
DY-2,Postmonsoon,Mg,14.35,30,2,0.038462,47.8333,1.8397
DY-2,Postmonsoon,Na,15.34,200,3,0.057692,7.67,0.4425
DY-2,Postmonsoon,K,8.54,12,2,0.038462,71.1667,2.7372
DY-2,Postmonsoon,Iron,0.48,0.3,4,0.076923,160.0,12.3077
DY-2,Postmonsoon,HCO3,83.32,300,1,0.019231,27.7733,0.5341
DY-2,Postmonsoon,Cl,50.96,250,3,0.057692,20.384,1.176
DY-2,Postmonsoon,SO4,25.78,200,4,0.076923,12.89,0.9915
DY-2,Postmonsoon,NO3,18.59,45,5,0.096154,41.3111,3.9722
DY-2,Postmonsoon,F,0.09,1.0,5,0.096154,9.0,0.8654
DY-2,Postmonsoon,DO,7.22,6.0,4,0.076923,120.3333,9.2564
DY-2,Postmonsoon,--- WQI_TOTAL ---,,,,,,54.0799
DY-3,Postmonsoon,pH,5.11,8.5,4,0.076923,60.1176,4.6244
DY-3,Postmonsoon,EC,352.75,750,4,0.076923,47.0333,3.6179
DY-3,Postmonsoon,TDS,229.2875,500,5,0.096154,45.8575,4.4094
DY-3,Postmonsoon,TH,53.0,200,2,0.038462,26.5,1.0192
DY-3,Postmonsoon,Alkalinity,53.0,200,2,0.038462,26.5,1.0192
DY-3,Postmonsoon,Ca,20.6,75,2,0.038462,27.4667,1.0564
DY-3,Postmonsoon,Mg,6.49,30,2,0.038462,21.6333,0.8321
DY-3,Postmonsoon,Na,31.22,200,3,0.057692,15.61,0.9006
DY-3,Postmonsoon,K,7.42,12,2,0.038462,61.8333,2.3782
